Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:71H8RtAu41Ziss3DqtnU4A,"Baby It's You","Baby It's You / ディスコティック☆ロマンティック","JUNE",2006-11-15,235440,36,false,1255249216,2021-01-27T02:18:13Z,"anime","Sony Music Labels Inc.",0.663,0.969,11,-3.542,1,0.112,0.155,0,0.334,0.66,102.983,4
spotify:track:1w3BRAv9eIyG1QOD33u1Sa,"感謝。","感謝。","RSP",2008-02-06,313826,30,false,1255249216,2021-01-27T02:18:27Z,"anime,j-pop","Sony Music Labels Inc.",0.697,0.555,2,-6.429,1,0.0337,0.125,0,0.369,0.82,95.007,4
spotify:track:3zQGFO31x6LEuRpCPNjBGQ,"だから、ひとりじゃない","Juice","Little Glee Monster",2018-01-17,231400,44,false,1255249216,2021-01-27T02:19:57Z,"j-pop,anime","Sony Music Labels Inc.",0.508,0.904,8,-3.655,1,0.104,0.0641,0,0.0852,0.549,89.765,4
spotify:track:1hP8CqEdjSzUHQAP3aXsKZ,"だってアタシのヒーロー。","Datte Atashino Hero - EP","LiSA",2017-08-02,234093,0,false,1255249216,2021-01-27T02:20:12Z,"anime,j-pop,j-rock","NITRON concepts",0.386,0.99,8,-0.589,1,0.207,0.0361,0,0.174,0.262,189.028,4
spotify:track:50LU9C6G5EiTw0qUPVo2pR,"アップデート","miwa the Best","miwa",2018-07-11,259466,0,false,1255249216,2021-01-27T02:20:33Z,"j-pop,anime","Sony Music Labels Inc.",0.487,0.949,1,-2.378,1,0.0674,0.0159,0.0000157,0.13,0.65,170.057,4
spotify:track:40QhoIYHZ68NH787hSrIgH,"ロングホープ・フィリア","Long Hope Philia","SUDA MASAKI",2018-08-01,296053,43,false,1255249216,2021-01-27T02:20:56Z,"j-pop","Sony Music Labels Inc.",0.554,0.97,0,-1.898,1,0.046,0.0233,0,0.0976,0.447,111.942,4
spotify:track:5LJ0jOJnGBaMq989cZOCHR,"ハルモニア","BEST STORY","RYTHEM",2009-08-19,256293,40,false,1255249216,2021-01-27T02:29:33Z,"anime","Sony Music Direct (Japan) Inc.",0.586,0.69,0,-4.23,1,0.0251,0.181,0,0.158,0.573,104.943,4
spotify:track:0jYJvLoXJi2WoSg7I28V8o,"Wind","Akeboshi","Akeboshi",2005-06-22,220600,0,false,1255249216,2021-01-27T02:31:17Z,"anime","Sony Music Direct(Japan)Inc.",0.369,0.484,0,-8.383,0,0.0423,0.475,0.00345,0.0768,0.602,116.621,1
spotify:track:3nfRAF41rfz4aiTfi9s8oq,"嘘","Uso","SID",2009-04-29,208120,0,false,1255249216,2021-01-27T02:35:54Z,"anime,visual kei,j-rock,j-pop","Sony Music Labels Inc.",0.437,0.945,11,-3.549,0,0.0611,0.0115,0,0.105,0.85,179.816,4
spotify:track:5CD5oyc8bRX5bsLJqKqfnz,"LET IT OUT(album version)","Music Is My Life","Miho Fukuhara",2010-06-29,259066,26,false,1255249216,2021-01-27T02:36:00Z,"anime,j-r&b,j-pop","Sony Music Records",0.568,0.888,5,-2.815,1,0.0355,0.059,0,0.181,0.616,87.989,4
spotify:track:4CSVAJPmlVTkdEfMWG0AlZ,"Shunkan Sentimental","Temptation Box","SCANDAL",2010-08-11,224676,0,false,1255249216,2021-01-27T02:36:14Z,"j-rock,anime,j-pop","Epic Records Japan Inc.",0.506,0.948,9,-2.026,1,0.0623,0.0114,0,0.439,0.675,167.867,4
spotify:track:7934ie1UyuInkuzQimJjjn,"つないだ手","Lil'P☆Best","Lil'B",2008,279560,41,false,1255249216,2021-01-27T02:38:21Z,"anime,j-rock","Sony Music Labels Inc.",0.618,0.775,0,-3.305,0,0.0237,0.461,0,0.0511,0.545,90.01,4
spotify:track:7lPjS6Yd4lRk4BsboDsm1H,"Roundabout - 2008 Remaster","Fragile","Yes",1971-11-26,515960,47,false,1255249216,2021-01-27T02:39:09Z,"progressive rock,artrock,aor","Rhino/Elektra",0.411,0.845,4,-6.821,0,0.0835,0.117,0.0146,0.0763,0.391,132.876,4
spotify:track:1Jwc3ODLQxtbnS8M9TflSP,"Walk Like an Egyptian","The Essential Bangles","The Bangles",2004,204706,67,false,1255249216,2021-01-27T02:39:21Z,"jangle pop","Columbia",0.724,0.891,11,-7.818,1,0.0995,0.00344,0.0000472,0.3,0.818,103.022,4
spotify:track:2O7heTmxheKOe1T0jNBPd1,"Last Train Home","Still Life (Talking)","Pat Metheny Group",1987,338186,0,false,1255249216,2021-01-27T02:39:40Z,"jazz fusion,jazz,smooth jazz","Nonesuch",0.406,0.489,10,-14.657,1,0.0297,0.678,0.922,0.0538,0.305,80.052,3
spotify:track:3XorCFmcupSm5QS6hA9g4N,"I Want You","Savage Garden","Savage Garden",1997-03-04,232066,62,false,1255249216,2021-01-27T02:40:22Z,"","Sony Music Entertainment",0.628,0.871,7,-6.44,1,0.0363,0.0077,0.00000164,0.392,0.615,106.101,4
spotify:track:43sNw9nvGYGLYnNiwI8oMZ,"Freek'n You","The Show, The After Party, The Hotel","Jodeci",1995-01-01,379240,66,false,1255249216,2021-01-27T02:40:28Z,"new jack swing,quiet storm,r&b","Geffen",0.709,0.52,5,-9.365,0,0.03,0.0677,0,0.0629,0.455,134.175,4
spotify:track:65fqcmj2M1EiERwDoIflDt,"Modern Crusaders","The Screen Behind The Mirror","Enigma",2000,230600,48,false,1255249216,2021-01-27T02:40:33Z,"new age,gregoriaanse zang","Virgin",0.617,0.922,11,-8.565,0,0.0583,0.00422,0.206,0.173,0.314,114.986,4
spotify:track:7tbS1FAMmd8fNXQVzvDsWl,"勇侠青春謳","25周年記念ベストアルバム「愛と誠～YAMATO & LOVE×××」","Ali Project",2017-09-27,263973,37,false,1255249216,2021-01-27T02:41:37Z,"visual kei,anime,barokpop,j-rock","FlyingDog",0.62,0.867,0,-3.808,0,0.0449,0.0769,0,0.354,0.603,124.963,4
spotify:track:7nB11IuwyP6f66ISyhapMn,"モザイクカケラ","モザイクカケラ","SunSet Swish",2007-02-28,278973,0,false,1255249216,2021-01-27T02:41:49Z,"anime","SME Records Inc.",0.604,0.878,10,-5.257,0,0.04,0.218,0.00000639,0.0568,0.788,129.918,4
spotify:track:3MJqgOdP2nNb8QzfIaV0io,"わが臈たし悪の華","桂冠詩人 SINGLE COLLECTION PLUS","Ali Project",2008-12-10,270573,37,false,1255249216,2021-01-27T02:41:56Z,"visual kei,anime,barokpop,j-rock","FlyingDog",0.533,0.914,7,-3.976,0,0.0946,0.0204,0,0.379,0.661,129.946,4
spotify:track:5ifAsfvRMv3CxXZBB5epIf,"from the edge","from the edge","FictionJunction;LiSA",2019-09-02,278655,0,false,1255249216,2021-01-27T02:44:51Z,"anime,j-pop,j-rock","NITRON concepts",0.352,0.926,1,-3.827,1,0.15,0.0014,0.0000579,0.234,0.157,162.051,4
spotify:track:4ANLptD1ShaJvBjkmm38f7,"扉の向こうへ","GOLDEN☆BEST　YeLLOW Generation","YeLLOW Generation",2002,290306,43,false,1255249216,2021-02-18T01:11:29Z,"anime","Sony Music Direct (Japan) Inc.",0.588,0.862,4,-3.531,0,0.0374,0.0645,0,0.132,0.768,96.178,4
spotify:track:5JbIiEY2Ttextq0Eoiw7qn,"深い森","DEEP FOREST","Do As Infinity",2001-09-19,245433,54,false,1255249216,2021-03-07T14:41:49Z,"anime,j-pop,j-rock","avex trax",0.38,0.674,5,-4.1,1,0.0314,0.014,0.00000439,0.0907,0.349,162.13,4
spotify:track:5Cmf3LmbLd9g79rS55X7qK,"The Real Folk Blues","COWBOY BEBOP Vitaminless","Mai Yamane",1998-06-03,377066,50,false,1255249216,2021-03-30T18:10:13Z,"bebop,anime","SUNRISE Music Label",0.364,0.79,6,-6.252,0,0.0424,0.000532,0.0022,0.134,0.455,159.94,4
spotify:track:6llLyBkLRXZmvp2ArPQhIL,"Trust Me","I AM ME","YOUYA",2010-06-02,275440,38,false,1255249216,2021-03-30T18:11:32Z,"anime,j-r&b,j-pop","Sony Music Labels Inc.",0.694,0.822,2,-3.789,1,0.0791,0.0977,0,0.231,0.631,98.031,4
spotify:track:6ScgNblvNyZK7BZdDoEMJ2,"爪先","Wao!!","ORESKABAND",2006,235066,0,false,1255249216,2021-06-08T23:39:25Z,"anime,ska,ska punk,j-rock","Sony Music Labels Inc.",0.575,0.96,9,-3.273,1,0.119,0.0786,0,0.122,0.606,182.008,4
spotify:track:6Mq4q5OIMO25vBsKpFdlnH,"朝が来る","朝が来る","Aimer",2022-01-10,294930,51,false,1255249216,2022-04-29T18:12:26Z,"anime,j-pop,j-rock","Sony Music Labels Inc.",0.335,0.92,1,-4.086,1,0.0986,0.00118,0,0.354,0.246,83.117,4
spotify:track:1uqXrzulcVflfeZDHbyjIs,"Distant Dreamer","Rockferry","Duffy",2008-01-01,305666,43,false,1255249216,2022-05-08T01:44:28Z,"","Polydor Records",0.399,0.604,2,-4.325,1,0.0288,0.00426,0.00126,0.386,0.146,94.962,4
spotify:track:5oy3Up9RfWSlTxCijwSfWe,"Just Awake","Just Awake","Fear, and Loathing in Las Vegas",2012-01-11,219520,0,false,1255249216,2022-06-04T00:05:23Z,"anime,j-rock","VAP",0.472,0.979,5,-1.17,0,0.12,0.00237,0,0.311,0.627,95.523,4
spotify:track:6faRsCMylJKKQqESbwJTA9,"哀と悲","NARUTO -ナルト-　オリジナルサウンドトラック","MUSASHI PROJECT",2003-03-19,179520,56,false,1255249216,2022-06-04T00:08:15Z,"anime","Aniplex Inc.",0.28,0.183,4,-14.359,0,0.0361,0.743,0.525,0.173,0.0395,119.685,4
spotify:track:2R9LHtbGckiMr82kqqd1fe,"Come Out, Incredible Zenkai Power","BGM Collection, Vol. 1","Dragon Ball;Dragon Ball Z",2022-05-28,100468,0,false,1255249216,2022-07-24T21:09:43Z,"","RGE Orbeat",0.785,0.633,0,-10.816,1,0.0374,0.232,0.0000135,0.034,0.939,122.377,4
spotify:track:2ej0mUdQcvu1GYDb1DguQj,"We Use to Be Angels - Tv Size","Bgm Collection (Vol. 3)","Dragon Ball;Dragon Ball Z",2022-06-09,102714,0,false,1255249216,2022-07-24T21:12:32Z,"","AnimeFriends",0.606,0.782,6,-9.634,0,0.0551,0.419,0,0.267,0.362,147.88,4
spotify:track:2ft6Uo6iKSqBmD3Z5AQ7hR,"さよならbyebye","決定盤「幽☆遊☆白書」アニメ主題歌&キャラソン大全集","Matsuko Mawatari",2016-02-17,265906,26,false,1255249216,2022-07-24T21:31:11Z,"anime,city pop","ポニーキャニオン",0.678,0.809,7,-6.505,1,0.0542,0.513,0.00000266,0.0979,0.747,150.083,4
spotify:track:1es9FzctzbxL49NZ7TON2B,"Waiting so long (TV version)","BERSERK Original Soundtrack","Silver Fins",1997-11-06,82066,0,false,1255249216,2023-01-11T15:33:42Z,"","VAP",0.452,0.247,0,-15.566,1,0.0302,0.0409,0.0725,0.472,0.369,96.293,3
spotify:track:2LxyYFrPtuCQvXGET5DRqM,"Gats","BERSERK Original Soundtrack","Susumu Hirasawa",1997-11-06,214973,0,false,1255249216,2023-04-23T19:18:21Z,"anime,art pop","VAP",0.436,0.193,4,-16.075,1,0.0313,0.747,0.871,0.0951,0.0549,139.854,4
spotify:track:7p0XGiZSoGWbPHEE7tTwfx,"Come","STYLE","Namie Amuro",2003-12-10,274533,0,false,1255249216,2023-07-05T23:54:28Z,"j-r&b,anime","avex trax",0.648,0.776,4,-6.005,0,0.0358,0.0791,0.00779,0.0923,0.701,120.013,4
spotify:track:376H9fw1l6spwIfiNSDBmJ,"STYX HELIX","eYe's","MYTH & ROID",2017-04-26,289573,0,false,1255249216,2024-07-13T07:29:30Z,"anime,j-rock,j-pop","メディアファクトリー",0.591,0.859,9,-5.463,1,0.0555,0.0402,0.0000161,0.0596,0.327,122.989,4
spotify:track:3f6maqcSVtCLZZhgJrQKJW,"STAY ALIVE","HIGECORE!","エミリア(CV:高橋李依)",2013,265436,39,false,1255249216,2024-07-13T07:29:39Z,"anime","KADOKAWA",0.417,0.523,8,-5.046,1,0.0357,0.0255,0,0.155,0.127,139.98,4
spotify:track:4sWlVvuOg0lzDkC56lWrbg,"永久 -トコシエ-","永久 -トコシエ-","HYDE;MY FIRST STORY",2024-05-20,261497,51,false,1255249216,2025-01-28T19:56:37Z,"anime,visual kei,j-rock,j-pop","Sony Music Labels Inc.",0.321,0.928,4,-4.542,0,0.0985,0.000125,0.00000517,0.112,0.152,86.158,4
spotify:track:7kRKlFCFLAUwt43HWtauhX,"LOST IN PARADISE","LOST IN PARADISE","ALI;AKLO",2020-10-10,327966,68,false,1255249216,2025-07-20T16:45:08Z,"anime,j-pop,j-rap,j-r&b","Sony Music Labels Inc.",0.648,0.904,6,-4.565,0,0.0786,0.0961,0.00000207,0.0629,0.728,121.994,4
spotify:track:6aHFdm58mPF4YPJX3FgI0z,"give it back","give it back","Cö shu Nie",2021-01-22,212476,59,false,1255249216,2025-07-20T17:00:37Z,"anime,j-rock,j-pop","Sony Music Labels Inc.",0.461,0.591,1,-5.838,1,0.0496,0.463,0,0.05,0.354,99.826,4
spotify:track:2ZT6eELxeETGamaiXu6vmk,"more than words","more than words","Hitsujibungaku",2023-09-01,289720,68,false,1255249216,2025-08-22T19:31:06Z,"japanse indie,j-pop,anime,j-rock,shoegaze","F.C.L.S.",0.596,0.795,6,-4.778,1,0.0284,0.000147,0.000317,0.16,0.577,130.037,4
spotify:track:5blG2vXcJC2n9l3rb5sCOr,"燈","燈","Soushi Sakiyama",2023-07-07,238720,64,false,1255249216,2025-08-22T19:33:51Z,"anime,j-pop","Sony Music Labels Inc.",0.671,0.677,5,-4.849,1,0.0381,0.294,0,0.236,0.665,127.08,4
spotify:track:0gmVrbqUR1wiaEbYpY7j2l,"And Forever... - TV EDIT","THE Big-O Original Sound Score","ROBBIE DANZIE;Naoki Takao",1999-11-20,87400,16,false,1255249216,2026-01-06T00:59:37Z,"","SUNRISE Music Label",0.47,0.19,0,-12.801,1,0.032,0.909,0,0.0951,0.382,90.157,4
